# timestamp,observer_id,node_id,direction,output
1521675851.950012,14,14,r,1  1199 INFO: packet sent
1521675851.849961,14,14,r,1  1199 INFO: packet sent
1521675851.749989,14,14,r,1  1199 INFO: packet sent
1521675851.6497052,14,14,r,1  1199 INFO: packet sent
1521675851.551238,14,14,r,1  1199 INFO: packet sent
1521675851.449987,14,14,r,1  1199 INFO: packet sent
1521675851.350008,14,14,r,1  1198 INFO: packet sent
1521675851.249995,14,14,r,1  1198 INFO: packet sent
1521675851.149646,14,14,r,1  1198 INFO: packet sent
1521675851.050004,14,14,r,1  1198 INFO: packet sent
1521675850.949985,14,14,r,1  1198 INFO: packet sent
1521675850.859297,14,14,r,1  1198 INFO: packet sent
1521675850.749974,14,14,r,1  1198 INFO: packet sent
1521675850.649971,14,14,r,1  1198 INFO: packet sent
1521675850.549983,14,14,r,1  1198 INFO: packet sent
1521675850.449965,14,14,r,1  1198 INFO: packet sent
1521675850.349984,14,14,r,1  1197 INFO: packet sent
1521675850.250118,14,14,r,1  1197 INFO: packet sent
1521675850.149986,14,14,r,1  1197 INFO: packet sent
1521675850.049954,14,14,r,1  1197 INFO: packet sent
1521675849.949975,14,14,r,1  1197 INFO: packet sent
1521675849.859561,14,14,r,1  1197 INFO: packet sent
1521675849.749953,14,14,r,1  1197 INFO: packet sent
1521675849.649964,14,14,r,1  1197 INFO: packet sent
1521675849.550899,14,14,r,1  1197 INFO: packet sent
1521675849.449933,14,14,r,1  1197 INFO: packet sent
1521675849.349972,14,14,r,1  1196 INFO: packet sent
1521675849.249963,14,14,r,1  1196 INFO: packet sent
1521675849.149936,14,14,r,1  1196 INFO: packet sent
1521675849.049918,14,14,r,1  1196 INFO: packet sent
1521675848.9499779,14,14,r,1  1196 INFO: packet sent
1521675848.859853,14,14,r,1  1196 INFO: packet sent
1521675848.749944,14,14,r,1  1196 INFO: packet sent
1521675848.649935,14,14,r,1  1196 INFO: packet sent
1521675848.549949,14,14,r,1  1196 INFO: packet sent
1521675848.449847,14,14,r,1  1196 INFO: packet sent
1521675848.349915,14,14,r,1  1195 INFO: packet sent
1521675848.249921,14,14,r,1  1195 INFO: packet sent
1521675848.149908,14,14,r,1  1195 INFO: packet sent
1521675848.049901,14,14,r,1  1195 INFO: packet sent
1521675847.949944,14,14,r,1  1195 INFO: packet sent
1521675847.859863,14,14,r,1  1195 INFO: packet sent
1521675847.749931,14,14,r,1  1195 INFO: packet sent
1521675847.641355,14,14,r,1  1195 INFO: packet sent
1521675847.612485,14,14,r,1  1195 INFO: packet sent
1521675847.450118,14,14,r,1  1195 INFO: packet sent
1521675847.349999,14,14,r,1  1194 INFO: packet sent
1521675847.250119,14,14,r,1  1194 INFO: packet sent
1521675847.149908,14,14,r,1  1194 INFO: packet sent
1521675847.049906,14,14,r,1  1194 INFO: packet sent
1521675846.949922,14,14,r,1  1194 INFO: packet sent
1521675846.859972,14,14,r,1  1194 INFO: packet sent
1521675846.749892,14,14,r,1  1194 INFO: packet sent
1521675846.659924,14,14,r,1  1194 INFO: packet sent
1521675846.5962698,14,14,r,1  1194 INFO: packet sent
1521675846.449883,14,14,r,1  1194 INFO: packet sent
1521675846.35008,14,14,r,1  1193 INFO: packet sent
1521675846.250268,14,14,r,1  1193 INFO: packet sent
1521675846.149852,14,14,r,1  1193 INFO: packet sent
1521675846.049863,14,14,r,1  1193 INFO: packet sent
1521675845.949935,14,14,r,1  1193 INFO: packet sent
1521675845.859781,14,14,r,1  1193 INFO: packet sent
1521675845.749845,14,14,r,1  1193 INFO: packet sent
1521675845.649777,14,14,r,1  1193 INFO: packet sent
