# timestamp,observer_id,node_id,direction,output
1521741462.980456,7,7,r,7  1199 INFO: rcv=11971 miss=7 boot=8 per=957 m_hop=9 snr=22dBm avg_snr=30dBm
1521741462.921921,7,7,r,7  1199 INFO: rcv=11970 miss=7 boot=8 per=957 m_hop=9 snr=30dBm avg_snr=30dBm
1521741462.804311,7,7,r,7  1199 INFO: rcv=11969 miss=7 boot=8 per=957 m_hop=9 snr=29dBm avg_snr=30dBm
1521741462.702076,7,7,r,7  1199 INFO: rcv=11968 miss=7 boot=8 per=957 m_hop=9 snr=34dBm avg_snr=30dBm
1521741462.608952,7,7,r,7  1199 INFO: rcv=11967 miss=7 boot=8 per=957 m_hop=9 snr=29dBm avg_snr=30dBm
1521741462.480268,7,7,r,7  1199 INFO: rcv=11966 miss=7 boot=8 per=957 m_hop=9 snr=43dBm avg_snr=30dBm
1521741462.432774,7,7,r,7  1199 INFO: rcv=11965 miss=7 boot=8 per=957 m_hop=9 snr=25dBm avg_snr=30dBm
1521741462.304456,7,7,r,7  1198 INFO: rcv=11964 miss=7 boot=8 per=957 m_hop=9 snr=26dBm avg_snr=30dBm
1521741462.189668,7,7,r,7  1198 INFO: rcv=11963 miss=7 boot=8 per=957 m_hop=9 snr=27dBm avg_snr=30dBm
1521741462.090014,7,7,r,7  1198 INFO: rcv=11962 miss=7 boot=8 per=957 m_hop=9 snr=32dBm avg_snr=30dBm
1521741461.9897132,7,7,r,7  1198 INFO: rcv=11961 miss=7 boot=8 per=957 m_hop=9 snr=23dBm avg_snr=30dBm
1521741461.895412,7,7,r,7  1198 INFO: rcv=11960 miss=7 boot=8 per=957 m_hop=9 snr=27dBm avg_snr=30dBm
1521741461.798202,7,7,r,7  1198 INFO: rcv=11959 miss=7 boot=8 per=957 m_hop=9 snr=26dBm avg_snr=30dBm
1521741461.7030098,7,7,r,7  1198 INFO: rcv=11958 miss=7 boot=8 per=957 m_hop=9 snr=23dBm avg_snr=30dBm
1521741461.580091,7,7,r,7  1198 INFO: rcv=11957 miss=7 boot=8 per=957 m_hop=9 snr=30dBm avg_snr=30dBm
1521741461.507016,7,7,r,7  1198 INFO: rcv=11956 miss=7 boot=8 per=957 m_hop=9 snr=24dBm avg_snr=30dBm
1521741461.398228,7,7,r,7  1198 INFO: rcv=11955 miss=7 boot=8 per=957 m_hop=9 snr=32dBm avg_snr=30dBm
1521741461.298403,7,7,r,7  1197 INFO: rcv=11954 miss=7 boot=8 per=957 m_hop=9 snr=31dBm avg_snr=30dBm
1521741461.20825,7,7,r,7  1197 INFO: rcv=11953 miss=7 boot=8 per=957 m_hop=9 snr=32dBm avg_snr=30dBm
1521741461.098663,7,7,r,7  1197 INFO: rcv=11952 miss=7 boot=8 per=957 m_hop=9 snr=34dBm avg_snr=30dBm
1521741460.998825,7,7,r,7  1197 INFO: rcv=11951 miss=7 boot=8 per=958 m_hop=9 snr=32dBm avg_snr=30dBm
1521741460.911686,7,7,r,7  1197 INFO: rcv=11950 miss=7 boot=8 per=958 m_hop=9 snr=33dBm avg_snr=30dBm
1521741460.79866,7,7,r,7  1197 INFO: rcv=11949 miss=7 boot=8 per=958 m_hop=9 snr=27dBm avg_snr=30dBm
1521741460.704946,7,7,r,7  1197 INFO: rcv=11948 miss=7 boot=8 per=958 m_hop=9 snr=29dBm avg_snr=30dBm
1521741460.598809,7,7,r,7  1197 INFO: rcv=11947 miss=7 boot=8 per=958 m_hop=9 snr=35dBm avg_snr=30dBm
