# timestamp,observer_id,node_id,direction,output
1521675851.986068,13,13,r,1  1199 INFO: packet sent
1521675851.886126,13,13,r,1  1199 INFO: packet sent
1521675851.786058,13,13,r,1  1199 INFO: packet sent
1521675851.686034,13,13,r,1  1199 INFO: packet sent
1521675851.586049,13,13,r,1  1199 INFO: packet sent
1521675851.486031,13,13,r,1  1199 INFO: packet sent
1521675851.386055,13,13,r,1  1199 INFO: packet sent
1521675851.286052,13,13,r,1  1198 INFO: packet sent
1521675851.18605,13,13,r,1  1198 INFO: packet sent
1521675851.086056,13,13,r,1  1198 INFO: packet sent
1521675850.986212,13,13,r,1  1198 INFO: packet sent
1521675850.886115,13,13,r,1  1198 INFO: packet sent
1521675850.786058,13,13,r,1  1198 INFO: packet sent
1521675850.686012,13,13,r,1  1198 INFO: packet sent
1521675850.586061,13,13,r,1  1198 INFO: packet sent
1521675850.486038,13,13,r,1  1198 INFO: packet sent
1521675850.386044,13,13,r,1  1198 INFO: packet sent
1521675850.287242,13,13,r,1  1197 INFO: packet sent
1521675850.209919,13,13,r,1  1197 INFO: packet sent
1521675850.097259,13,13,r,1  1197 INFO: packet sent
1521675849.99399,13,13,r,1  1197 INFO: packet sent
1521675849.904249,13,13,r,1  1197 INFO: packet sent
1521675849.797097,13,13,r,1  1197 INFO: packet sent
1521675849.697077,13,13,r,1  1197 INFO: packet sent
1521675849.59709,13,13,r,1  1197 INFO: packet sent
1521675849.497116,13,13,r,1  1197 INFO: packet sent
1521675849.397099,13,13,r,1  1197 INFO: packet sent
1521675849.289494,13,13,r,1  1196 INFO: packet sent
1521675849.193417,13,13,r,1  1196 INFO: packet sent
1521675849.087625,13,13,r,1  1196 INFO: packet sent
1521675848.999253,13,13,r,1  1196 INFO: packet sent
1521675848.89726,13,13,r,1  1196 INFO: packet sent
1521675848.7940538,13,13,r,1  1196 INFO: packet sent
1521675848.693126,13,13,r,1  1196 INFO: packet sent
1521675848.593981,13,13,r,1  1196 INFO: packet sent
1521675848.48804,13,13,r,1  1196 INFO: packet sent
1521675848.392458,13,13,r,1  1196 INFO: packet sent
1521675848.2962642,13,13,r,1  1195 INFO: packet sent
1521675848.187158,13,13,r,1  1195 INFO: packet sent
1521675848.091264,13,13,r,1  1195 INFO: packet sent
1521675847.998341,13,13,r,1  1195 INFO: packet sent
1521675847.887042,13,13,r,1  1195 INFO: packet sent
1521675847.797174,13,13,r,1  1195 INFO: packet sent
